Reading in data from ../common/square.input
Number of particles: 225
Number of vertices: 4
xmin -7.5 xmax 7.5
ymin -7.5 ymax 7.5
Found 225 particles with maximum number of 4 vertices
Created simulation cell 15.0 by 15.0


Starting ACO with 32 ants 8 threads  alpha=1.0 beta=2.0 evap=0.9
Step 205/10000 best energy 680.0 ant 23 missing vert 0.0
Step 206/10000 best energy 624.0 ant 30 missing vert 0.0
Step 207/10000 best energy 673.0 ant 7 missing vert 0.0
Step 208/10000 best energy 681.0 ant 1 missing vert 0.0
Step 209/10000 best energy 689.0 ant 27 missing vert 0.0
Step 210/10000 best energy 685.0 ant 20 missing vert 0.0
Step 211/10000 best energy 690.0 ant 31 missing vert 0.0
Step 212/10000 best energy 652.0 ant 1 missing vert 0.0
Step 213/10000 best energy 678.0 ant 20 missing vert 0.0
Step 214/10000 best energy 619.0 ant 18 missing vert 0.0
Step 215/10000 best energy 726.0 ant 1 missing vert 0.0
Step 216/10000 best energy 683.0 ant 22 missing vert 0.0
Step 217/10000 best energy 671.0 ant 26 missing vert 0.0
Step 218/10000 best energy 688.0 ant 22 missing vert 0.0
Step 219/10000 best energy 722.0 ant 19 missing vert 0.0
Step 220/10000 best energy 721.0 ant 15 missing vert 0.0
Step 221/10000 best energy 646.0 ant 21 missing vert 0.0
Step 222/10000 best energy 664.0 ant 1 missing vert 0.0
Step 223/10000 best energy 677.0 ant 30 missing vert 0.0
Step 224/10000 best energy 691.0 ant 13 missing vert 0.0
Step 225/10000 best energy 729.0 ant 24 missing vert 0.0
Step 226/10000 best energy 727.0 ant 27 missing vert 0.0
Step 227/10000 best energy 667.0 ant 3 missing vert 0.0
Step 228/10000 best energy 699.0 ant 28 missing vert 0.0
Step 229/10000 best energy 669.0 ant 7 missing vert 0.0
Step 230/10000 best energy 665.0 ant 22 missing vert 0.0
Step 231/10000 best energy 680.0 ant 24 missing vert 0.0
Step 232/10000 best energy 731.0 ant 7 missing vert 0.0
Step 233/10000 best energy 692.0 ant 6 missing vert 0.0
Step 234/10000 best energy 679.0 ant 5 missing vert 0.0
Step 235/10000 best energy 688.0 ant 29 missing vert 0.0
Step 236/10000 best energy 699.0 ant 1 missing vert 0.0
Step 237/10000 best energy 693.0 ant 11 missing vert 0.0
Step 238/10000 best energy 703.0 ant 18 missing vert 0.0
Step 239/10000 best energy 692.0 ant 22 missing vert 0.0
Step 240/10000 best energy 665.0 ant 22 missing vert 0.0
Step 241/10000 best energy 727.0 ant 29 missing vert 0.0
Step 242/10000 best energy 678.0 ant 9 missing vert 0.0
Step 243/10000 best energy 694.0 ant 3 missing vert 0.0
Step 244/10000 best energy 685.0 ant 21 missing vert 0.0
Step 245/10000 best energy 692.0000000000001 ant 29 missing vert 0.0
Step 246/10000 best energy 671.0 ant 9 missing vert 0.0
Step 247/10000 best energy 642.0 ant 4 missing vert 0.0
Step 248/10000 best energy 705.0 ant 4 missing vert 0.0
Step 249/10000 best energy 691.0 ant 31 missing vert 0.0
Step 250/10000 best energy 620.0 ant 19 missing vert 0.0
Step 251/10000 best energy 688.0 ant 0 missing vert 0.0
Step 252/10000 best energy 719.0 ant 13 missing vert 0.0
Step 253/10000 best energy 675.0 ant 10 missing vert 0.0
Step 254/10000 best energy 728.0 ant 16 missing vert 0.0
Step 255/10000 best energy 684.0 ant 19 missing vert 0.0
Step 256/10000 best energy 731.0 ant 22 missing vert 0.0
Step 257/10000 best energy 696.0 ant 15 missing vert 0.0
Step 258/10000 best energy 725.0 ant 21 missing vert 0.0
Step 259/10000 best energy 681.0 ant 4 missing vert 0.0
Step 260/10000 best energy 713.0 ant 19 missing vert 0.0
Step 261/10000 best energy 644.0 ant 18 missing vert 0.0
Step 262/10000 best energy 680.0 ant 5 missing vert 0.0
Step 263/10000 best energy 714.0 ant 14 missing vert 0.0
Step 264/10000 best energy 674.0 ant 6 missing vert 0.0
Step 265/10000 best energy 664.0 ant 12 missing vert 0.0
Step 266/10000 best energy 708.0 ant 28 missing vert 0.0
Step 267/10000 best energy 722.0 ant 12 missing vert 0.0
Step 268/10000 best energy 700.0 ant 10 missing vert 0.0
Step 269/10000 best energy 700.0 ant 0 missing vert 0.0
Step 270/10000 best energy 652.0 ant 8 missing vert 0.0
Step 271/10000 best energy 729.0 ant 14 missing vert 0.0
Step 272/10000 best energy 684.0 ant 31 missing vert 0.0
Step 273/10000 best energy 704.0 ant 13 missing vert 0.0
Step 274/10000 best energy 690.0 ant 26 missing vert 0.0
Step 275/10000 best energy 665.0 ant 1 missing vert 0.0
Step 276/10000 best energy 670.0 ant 1 missing vert 0.0
Step 277/10000 best energy 693.0 ant 22 missing vert 0.0
Step 278/10000 best energy 665.0 ant 24 missing vert 0.0
Step 279/10000 best energy 676.0 ant 3 missing vert 0.0
Step 280/10000 best energy 704.0 ant 20 missing vert 0.0
Step 281/10000 best energy 687.0 ant 8 missing vert 0.0
Step 282/10000 best energy 706.0 ant 12 missing vert 0.0
Step 283/10000 best energy 685.0 ant 28 missing vert 0.0
Step 284/10000 best energy 666.0 ant 21 missing vert 0.0
Step 285/10000 best energy 683.0 ant 26 missing vert 0.0
Step 286/10000 best energy 655.0 ant 30 missing vert 0.0
Step 287/10000 best energy 688.0 ant 2 missing vert 0.0
Step 288/10000 best energy 628.0 ant 27 missing vert 0.0
Step 289/10000 best energy 692.0 ant 28 missing vert 0.0
Step 290/10000 best energy 670.0 ant 15 missing vert 0.0
Step 291/10000 best energy 691.0 ant 0 missing vert 0.0
Step 292/10000 best energy 684.0 ant 10 missing vert 0.0
Step 293/10000 best energy 673.0 ant 21 missing vert 0.0
Step 294/10000 best energy 717.0 ant 4 missing vert 0.0
Step 295/10000 best energy 701.0 ant 10 missing vert 0.0
Step 296/10000 best energy 657.0 ant 30 missing vert 0.0
Step 297/10000 best energy 702.0 ant 22 missing vert 0.0
Step 298/10000 best energy 667.0 ant 5 missing vert 0.0
Step 299/10000 best energy 742.0 ant 26 missing vert 0.0
Step 300/10000 best energy 584.0 ant 11 missing vert 0.0
Step 301/10000 best energy 666.0 ant 9 missing vert 0.0
Step 302/10000 best energy 680.0 ant 3 missing vert 0.0
Step 303/10000 best energy 693.0 ant 1 missing vert 0.0
Step 304/10000 best energy 692.0 ant 24 missing vert 0.0
Step 305/10000 best energy 698.0 ant 23 missing vert 0.0
Step 306/10000 best energy 703.0 ant 24 missing vert 0.0
Step 307/10000 best energy 635.0 ant 14 missing vert 0.0
Step 308/10000 best energy 587.0 ant 29 missing vert 0.0
Step 309/10000 best energy 707.0 ant 11 missing vert 0.0
Step 310/10000 best energy 713.0 ant 12 missing vert 0.0
Step 311/10000 best energy 649.0 ant 20 missing vert 0.0
Step 312/10000 best energy 643.0 ant 6 missing vert 0.0
Step 313/10000 best energy 704.0 ant 8 missing vert 0.0
Step 314/10000 best energy 708.0 ant 2 missing vert 0.0
Step 315/10000 best energy 668.0 ant 10 missing vert 0.0
Step 316/10000 best energy 685.0 ant 1 missing vert 0.0
Step 317/10000 best energy 731.0 ant 17 missing vert 0.0
Step 318/10000 best energy 719.0 ant 0 missing vert 0.0
Step 319/10000 best energy 662.0 ant 2 missing vert 0.0
Step 320/10000 best energy 691.0 ant 6 missing vert 0.0
Step 321/10000 best energy 658.0 ant 21 missing vert 0.0
Step 322/10000 best energy 660.0 ant 10 missing vert 0.0
Step 323/10000 best energy 703.0 ant 5 missing vert 0.0
Step 324/10000 best energy 704.0 ant 6 missing vert 0.0
Step 325/10000 best energy 694.0 ant 30 missing vert 0.0
Step 326/10000 best energy 705.0 ant 6 missing vert 0.0
Step 327/10000 best energy 685.0 ant 24 missing vert 0.0
Step 328/10000 best energy 712.0 ant 11 missing vert 0.0
Step 329/10000 best energy 690.0 ant 10 missing vert 0.0
Step 330/10000 best energy 675.0 ant 3 missing vert 0.0
Step 331/10000 best energy 715.0 ant 1 missing vert 0.0
Step 332/10000 best energy 639.0 ant 26 missing vert 0.0
Step 333/10000 best energy 676.0 ant 3 missing vert 0.0
Step 334/10000 best energy 671.0 ant 11 missing vert 0.0
Step 335/10000 best energy 662.0 ant 24 missing vert 0.0
Step 336/10000 best energy 692.0 ant 17 missing vert 0.0
Step 337/10000 best energy 745.0 ant 25 missing vert 0.0
Step 338/10000 best energy 693.0 ant 9 missing vert 0.0
Step 339/10000 best energy 693.0 ant 21 missing vert 0.0
Step 340/10000 best energy 693.0 ant 14 missing vert 0.0
Step 341/10000 best energy 696.0 ant 17 missing vert 0.0
Step 342/10000 best energy 737.0 ant 26 missing vert 0.0
Step 343/10000 best energy 640.0 ant 18 missing vert 0.0
Step 344/10000 best energy 679.0 ant 22 missing vert 0.0
Step 345/10000 best energy 720.0 ant 11 missing vert 0.0
Step 346/10000 best energy 695.0 ant 10 missing vert 0.0
Step 347/10000 best energy 718.0 ant 6 missing vert 0.0
Step 348/10000 best energy 740.0 ant 24 missing vert 0.0
Step 349/10000 best energy 732.0 ant 5 missing vert 0.0
