Reading in data from ../common/honeycomb.input
Number of particles: 192
Number of vertices: 3
xmin -10.455 xmax 9.225
ymin -13.58 ymax 9.7
Found 192 particles with maximum number of 3 vertices
Created simulation cell 19.68 by 23.28


Starting ACO with 32 ants 8 threads  alpha=1.0 beta=2.0 evap=0.9
Step 93/100 best energy 535.967999999999 ant 0 missing vert 0.0
Step 94/100 best energy 535.967999999999 ant 0 missing vert 0.0
Step 95/100 best energy 535.967999999999 ant 1 missing vert 0.0
Step 96/100 best energy 535.967999999999 ant 0 missing vert 0.0
Step 97/100 best energy 535.967999999999 ant 0 missing vert 0.0
Step 98/100 best energy 535.967999999999 ant 0 missing vert 0.0
Step 99/100 best energy 535.967999999999 ant 1 missing vert 0.0
Step 100/100 best energy 535.967999999999 ant 0 missing vert 0.0
Writing output...
ACO Done ... overall best energy 535.967999999999
