Reading in data from ../common/honeycomb.input
Number of particles: 192
Number of vertices: 3
xmin -10.455 xmax 9.225
ymin -13.58 ymax 9.7
Found 192 particles with maximum number of 3 vertices
Created simulation cell 19.68 by 23.28


Starting ACO with 32 ants 8 threads  alpha=1.0 beta=2.0 evap=0.9
Using Scaled Preprocessor
Step 120/200 best energy 623.6674000000004 ant 9 missing vert 0.0
Step 121/200 best energy 546.9895999999992 ant 28 missing vert 0.0
Step 122/200 best energy 669.7468000000014 ant 1 missing vert 0.0
Step 123/200 best energy 615.2824 ant 0 missing vert 0.0
Step 124/200 best energy 578.0355999999996 ant 10 missing vert 0.0
Step 125/200 best energy 581.2093999999997 ant 25 missing vert 0.0
Step 126/200 best energy 608.7597999999998 ant 27 missing vert 0.0
Step 127/200 best energy 639.1646000000005 ant 22 missing vert 0.0
Step 128/200 best energy 568.0245999999995 ant 19 missing vert 0.0
Step 129/200 best energy 542.9543999999992 ant 28 missing vert 0.0
Step 130/200 best energy 625.8330000000001 ant 28 missing vert 0.0
Step 131/200 best energy 659.6552000000008 ant 18 missing vert 0.0
Step 132/200 best energy 554.0493999999992 ant 5 missing vert 0.0
Step 133/200 best energy 707.4550000000017 ant 13 missing vert 0.0
Step 134/200 best energy 542.4881999999991 ant 11 missing vert 0.0
Step 135/200 best energy 564.5313999999994 ant 11 missing vert 0.0
Step 136/200 best energy 604.185 ant 4 missing vert 0.0
Step 137/200 best energy 550.0165999999991 ant 14 missing vert 0.0
Step 138/200 best energy 601.7048000000001 ant 24 missing vert 0.0
Step 139/200 best energy 550.4827999999991 ant 14 missing vert 0.0
Step 140/200 best energy 553.0411999999991 ant 6 missing vert 0.0
Step 141/200 best energy 542.9543999999992 ant 6 missing vert 0.0
Step 142/200 best energy 586.1011999999997 ant 28 missing vert 0.0
Step 143/200 best energy 555.5995999999991 ant 20 missing vert 0.0
Step 144/200 best energy 560.6429999999992 ant 20 missing vert 0.0
Step 145/200 best energy 625.4402000000005 ant 2 missing vert 0.0
Step 146/200 best energy 550.4827999999991 ant 16 missing vert 0.0
Step 147/200 best energy 543.4963999999991 ant 27 missing vert 0.0
Step 148/200 best energy 556.4609999999991 ant 23 missing vert 0.0
Step 149/200 best energy 631.8846000000001 ant 18 missing vert 0.0
Step 150/200 best energy 535.967999999999 ant 15 missing vert 0.0
Step 151/200 best energy 552.0329999999991 ant 20 missing vert 0.0
Step 152/200 best energy 572.6727999999996 ant 26 missing vert 0.0
Step 153/200 best energy 614.2694000000002 ant 21 missing vert 0.0
Step 154/200 best energy 596.1146 ant 6 missing vert 0.0
Step 155/200 best energy 535.967999999999 ant 5 missing vert 0.0
Step 156/200 best energy 535.967999999999 ant 31 missing vert 0.0
Step 157/200 best energy 542.954399999999 ant 15 missing vert 0.0
Step 158/200 best energy 550.4827999999991 ant 18 missing vert 0.0
Step 159/200 best energy 554.1227999999992 ant 1 missing vert 0.0
Step 160/200 best energy 550.4827999999992 ant 19 missing vert 0.0
Step 161/200 best energy 555.0599999999993 ant 29 missing vert 0.0
Step 162/200 best energy 542.9543999999992 ant 30 missing vert 0.0
Step 163/200 best energy 535.967999999999 ant 26 missing vert 0.0
Step 164/200 best energy 542.954399999999 ant 19 missing vert 0.0
Step 165/200 best energy 535.967999999999 ant 8 missing vert 0.0
Step 166/200 best energy 543.4963999999992 ant 8 missing vert 0.0
Step 167/200 best energy 535.967999999999 ant 19 missing vert 0.0
Step 168/200 best energy 573.6075999999996 ant 22 missing vert 0.0
Step 169/200 best energy 535.967999999999 ant 28 missing vert 0.0
Step 170/200 best energy 542.954399999999 ant 1 missing vert 0.0
Step 171/200 best energy 550.0165999999992 ant 21 missing vert 0.0
Step 172/200 best energy 535.967999999999 ant 25 missing vert 0.0
Step 173/200 best energy 535.967999999999 ant 15 missing vert 0.0
Step 174/200 best energy 542.9543999999992 ant 26 missing vert 0.0
Step 175/200 best energy 543.4963999999991 ant 20 missing vert 0.0
Step 176/200 best energy 535.967999999999 ant 4 missing vert 0.0
Step 177/200 best energy 543.4963999999992 ant 7 missing vert 0.0
Step 178/200 best energy 542.9543999999992 ant 30 missing vert 0.0
Step 179/200 best energy 535.967999999999 ant 9 missing vert 0.0
Step 180/200 best energy 535.967999999999 ant 14 missing vert 0.0
Step 181/200 best energy 535.967999999999 ant 13 missing vert 0.0
Step 182/200 best energy 535.967999999999 ant 0 missing vert 0.0
Step 183/200 best energy 535.967999999999 ant 16 missing vert 0.0
Step 184/200 best energy 535.967999999999 ant 31 missing vert 0.0
Step 185/200 best energy 535.967999999999 ant 11 missing vert 0.0
Step 186/200 best energy 535.967999999999 ant 21 missing vert 0.0
Step 187/200 best energy 535.967999999999 ant 14 missing vert 0.0
Step 188/200 best energy 535.967999999999 ant 6 missing vert 0.0
